"MEMBER_NAME","MEMBER_ID","BILL_NUMBER","PATRON_TYPE"
"Candi Mundon King             ","H0330","HB2102","5" - Chief Co-Patron
"Bonita G. Anthony             ","H0353","HB2102","6" - Co-Patron
"Alex Q. Askew                 ","H0311","HB2102","7" - Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2102","8" - Co-Patron
"Laura Jane Cohen              ","H0355","HB2102","9" - Co-Patron
"Joshua G. Cole                ","H0314","HB2102","10" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB2102","11" - Co-Patron
"Debra D. Gardner              ","H0361","HB2102","12" - Co-Patron
"Jackie H. Glass               ","H0349","HB2102","13" - Co-Patron
"Phil M. Hernandez             ","H0366","HB2102","14" - Co-Patron
"Patrick A. Hope               ","H0219","HB2102","15" - Co-Patron
"Alfonso H. Lopez              ","H0239","HB2102","16" - Co-Patron
"Adele Y. McClure              ","H0375","HB2102","17" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB2102","18" - Co-Patron
"Atoosa R. Reaser              ","H0380","HB2102","19" - Co-Patron
"David A. Reid                 ","H0301","HB2102","20" - Co-Patron
"Briana D. Sewell              ","H0343","HB2102","21" - Co-Patron
"Irene Shin                    ","H0344","HB2102","22" - Co-Patron
"Joshua E. Thomas              ","H0382","HB2102","23" - Co-Patron
"Rodney T. Willett             ","H0327","HB2102","24" - Co-Patron
"Hillary Pugh Kent             ","H0369","HB2103","1" - Chief Patron
"Joshua G. Cole                ","H0314","HB2103","2" - Co-Patron
"Ian T. Lovejoy                ","H0373","HB2103","3" - Co-Patron
"Richard H. Stuart             ","S0078","HB2103","4" - Sponsor
"Elizabeth B. Bennett-Parker   ","H0334","HB2104","1" - Chief Patron
"Irene Shin                    ","H0344","HB2104","2" - Co-Patron
"Hillary Pugh Kent             ","H0369","HB2105","1" - Chief Patron
"Ian T. Lovejoy                ","H0373","HB2105","2" - Co-Patron
"Barbara A. Favola             ","S0086","HB2105","3" - Sponsor
"Barbara A. Favola             ","S0086","HB2105","4" - Sponsor
"Barbara A. Favola             ","S0086","HB2105","5" - Sponsor
"H. Otto Wachsmann, Jr.        ","H0347","HB2106","1" - Chief Patron
"H. Otto Wachsmann, Jr.        ","H0347","HB2107","1" - Chief Patron
"Charniele L. Herring          ","H0208","HB2108","1" - Chief Patron
"Karen Keys-Gamarra            ","H0370","HB2108","2" - Chief Co-Patron
"David A. Reid                 ","H0301","HB2108","3" - Chief Co-Patron
"Ghazala F. Hashmi             ","S0108","HB2108","4" - Chief Co-Patron
"Bonita G. Anthony             ","H0353","HB2108","5" - Co-Patron
"Alex Q. Askew                 ","H0311","HB2108","6" - Co-Patron
"Katrina Callsen               ","H0354","HB2108","7" - Co-Patron
"Laura Jane Cohen              ","H0355","HB2108","8" - Co-Patron
"Joshua G. Cole                ","H0314","HB2108","9" - Co-Patron
"Rae Cousins                   ","H0356","HB2108","10" - Co-Patron
"Michael B. Feggans            ","H0360","HB2108","11" - Co-Patron
"Debra D. Gardner              ","H0361","HB2108","12" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2108","13" - Co-Patron
"Phil M. Hernandez             ","H0366","HB2108","14" - Co-Patron
"Michael J. Jones              ","H0368","HB2108","15" - Co-Patron
"Amy J. Laufer                 ","H0371","HB2108","16" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2108","17" - Co-Patron
"Marty Martinez                ","H0374","HB2108","18" - Co-Patron
"Atoosa R. Reaser              ","H0380","HB2108","19" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB2108","20" - Co-Patron
"Charniele L. Herring          ","H0208","HB2109","1" - Chief Patron
"Shelly A. Simonds             ","H0323","HB2109","2" - Chief Co-Patron
"Dan I. Helmer                 ","H0317","HB2109","3" - Co-Patron
"Michael J. Jones              ","H0368","HB2109","4" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2109","5" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2109","6" - Co-Patron
"Adele Y. McClure              ","H0375","HB2109","7" - Co-Patron
"Vivian E. Watts               ","H0108","HB2109","8" - Co-Patron
"Marty Martinez                ","H0374","HB211","1" - Chief Patron
"Marcus B. Simon               ","H0264","HB2110","1" - Chief Patron
"Charniele L. Herring          ","H0208","HB2111","1" - Chief Patron
"Charniele L. Herring          ","H0208","HB2112","1" - Chief Patron
"Mike A. Cherry                ","H0335","HB2112","2" - Chief Co-Patron
"Nadarius E. Clark             ","H0336","HB2112","3" - Co-Patron
"Joshua G. Cole                ","H0314","HB2112","4" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB2112","5" - Co-Patron
"Rae Cousins                   ","H0356","HB2112","6" - Co-Patron
"Michael B. Feggans            ","H0360","HB2112","7" - Co-Patron
"Marty Martinez                ","H0374","HB2112","8" - Co-Patron
"Candi Mundon King             ","H0330","HB2112","9" - Co-Patron
"Sam Rasoul                    ","H0266","HB2112","10" - Co-Patron
"Holly M. Seibold              ","H0351","HB2112","11" - Co-Patron
"Vivian E. Watts               ","H0108","HB2112","12" - Co-Patron
"Charniele L. Herring          ","H0208","HB2113","1" - Chief Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2113","2" - Chief Co-Patron
"Adam P. Ebbin                 ","S0085","HB2113","3" - Chief Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2114","1" - Chief Patron
"Karen Keys-Gamarra            ","H0370","HB2115","1" - Chief Patron
"Karen Keys-Gamarra            ","H0370","HB2116","1" - Chief Patron
"Bonita G. Anthony             ","H0353","HB2116","2" - Co-Patron
"Nadarius E. Clark             ","H0336","HB2116","3" - Co-Patron
"Joshua G. Cole                ","H0314","HB2116","4" - Co-Patron
"Jackie H. Glass               ","H0349","HB2116","5" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2116","6" - Co-Patron
"Michael J. Jones              ","H0368","HB2116","7" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2116","8" - Co-Patron
"Marty Martinez                ","H0374","HB2116","9" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB2116","10" - Co-Patron
"Sam Rasoul                    ","H0266","HB2116","11" - Co-Patron
"Holly M. Seibold              ","H0351","HB2116","12" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2117","1" - Chief Patron
"Karen Keys-Gamarra            ","H0370","HB2118","1" - Chief Patron
"Nadarius E. Clark             ","H0336","HB2118","2" - Co-Patron
"Rae Cousins                   ","H0356","HB2118","3" - Co-Patron
"Michael B. Feggans            ","H0360","HB2118","4" - Co-Patron
"Alfonso H. Lopez              ","H0239","HB2118","5" - Co-Patron
"Marty Martinez                ","H0374","HB2118","6" - Co-Patron
"Vivian E. Watts               ","H0108","HB2118","7" - Co-Patron
"Wendell S. Walker             ","H0325","HB2119","1" - Chief Patron
"Rodney T. Willett             ","H0327","HB2119","2" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2120","1" - Chief Patron
"Jackie H. Glass               ","H0349","HB2120","2" - Chief Co-Patron
"Irene Shin                    ","H0344","HB2120","3" - Chief Co-Patron
"Amy J. Laufer                 ","H0371","HB2120","4" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2121","1" - Chief Patron
"Jackie H. Glass               ","H0349","HB2121","2" - Chief Co-Patron
"Irene Shin                    ","H0344","HB2121","3" - Chief Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2122","1" - Chief Patron
"Jackie H. Glass               ","H0349","HB2122","2" - Chief Co-Patron
"Amy J. Laufer                 ","H0371","HB2122","3" - Co-Patron
"Adele Y. McClure              ","H0375","HB2122","4" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB2122","5" - Co-Patron
"Briana D. Sewell              ","H0343","HB2122","6" - Co-Patron
"Rodney T. Willett             ","H0327","HB2122","7" - Co-Patron
"Michelle Lopes Maldonado      ","H0340","HB2123","1" - Chief Patron
"Michelle Lopes Maldonado      ","H0340","HB2124","1" - Chief Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2124","2" - Chief Co-Patron
"Jackie H. Glass               ","H0349","HB2124","3" - Chief Co-Patron
"Irene Shin                    ","H0344","HB2124","4" - Chief Co-Patron
"Richard C. ""Rip"" Sullivan, Jr.","H0269","HB2125","1" - Chief Patron
"Adele Y. McClure              ","H0375","HB2125","2" - Chief Co-Patron
"Alex Q. Askew                 ","H0311","HB2125","3" - Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2125","4" - Co-Patron
"Rae Cousins                   ","H0356","HB2125","5" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2125","6" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB2125","7" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB2125","8" - Co-Patron
"Richard C. ""Rip"" Sullivan, Jr.","H0269","HB2126","1" - Chief Patron
"Paul V. Milde                 ","H0376","HB2127","1" - Chief Patron
"Wendell S. Walker             ","H0325","HB2128","1" - Chief Patron
"Jackie H. Glass               ","H0349","HB2128","2" - Co-Patron
"Paul V. Milde                 ","H0376","HB2129","1" - Chief Patron
"Karen Keys-Gamarra            ","H0370","HB2130","1" - Chief Patron
"Paul V. Milde                 ","H0376","HB2131","1" - Chief Patron
"Paul V. Milde                 ","H0376","HB2132","1" - Chief Patron
"Karen Keys-Gamarra            ","H0370","HB2133","1" - Chief Patron
"Alex Q. Askew                 ","H0311","HB2133","2" - Co-Patron
"Nadarius E. Clark             ","H0336","HB2133","3" - Co-Patron
"Rae Cousins                   ","H0356","HB2133","4" - Co-Patron
"Michael B. Feggans            ","H0360","HB2133","5" - Co-Patron
"Phil M. Hernandez             ","H0366","HB2133","6" - Co-Patron
"Patrick A. Hope               ","H0219","HB2133","7" - Co-Patron
"Destiny LeVere Bolling        ","H0372","HB2133","8" - Co-Patron
"Marty Martinez                ","H0374","HB2133","9" - Co-Patron
"Irene Shin                    ","H0344","HB2133","10" - Co-Patron
"Paul E. Krizek                ","H0281","HB2134","1" - Chief Patron
"Shelly A. Simonds             ","H0323","HB2134","2" - Chief Co-Patron
"Ryan T. McDougle              ","S0069","HB2134","3" - Chief Co-Patron
"Bonita G. Anthony             ","H0353","HB2134","4" - Co-Patron
"Terry L. Austin               ","H0253","HB2134","5" - Co-Patron
"Betsy B. Carr                 ","H0212","HB2134","6" - Co-Patron
"Rae Cousins                   ","H0356","HB2134","7" - Co-Patron
"Karrie K. Delaney             ","H0294","HB2134","8" - Co-Patron
"Hyland F. ""Buddy"" Fowler, Jr. ","H0259","HB2134","9" - Co-Patron
"M. Keith Hodges               ","H0238","HB2134","10" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2134","11" - Co-Patron
"Sam Rasoul                    ","H0266","HB2134","12" - Co-Patron
"Marcus B. Simon               ","H0264","HB2134","13" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB2134","14" - Co-Patron
"H. Otto Wachsmann, Jr.        ","H0347","HB2134","15" - Co-Patron
"Scott A. Wyatt                ","H0328","HB2134","16" - Co-Patron
"David W. Marsden              ","S0080","HB2134","17" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2135","1" - Chief Patron
"Karen Keys-Gamarra            ","H0370","HB2136","1" - Chief Patron
"Joshua G. Cole                ","H0314","HB2136","2" - Co-Patron
"Kelly K. Convirs-Fowler       ","H0295","HB2136","3" - Co-Patron
"Rae Cousins                   ","H0356","HB2136","4" - Co-Patron
"Michael B. Feggans            ","H0360","HB2136","5" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2136","6" - Co-Patron
"Marty Martinez                ","H0374","HB2136","7" - Co-Patron
"Sam Rasoul                    ","H0266","HB2136","8" - Co-Patron
"Holly M. Seibold              ","H0351","HB2136","9" - Co-Patron
"Marcus B. Simon               ","H0264","HB2137","1" - Chief Patron
"Eric R. Zehr                  ","H0383","HB2138","1" - Chief Patron
"Ian T. Lovejoy                ","H0373","HB2138","2" - Co-Patron
"Wendell S. Walker             ","H0325","HB2139","1" - Chief Patron
"Paul E. Krizek                ","H0281","HB2140","1" - Chief Patron
"Paul V. Milde                 ","H0376","HB2141","1" - Chief Patron
"Paul V. Milde                 ","H0376","HB2142","1" - Chief Patron
"Eric R. Zehr                  ","H0383","HB2143","1" - Chief Patron
"Paul V. Milde                 ","H0376","HB2144","1" - Chief Patron
"Eric R. Zehr                  ","H0383","HB2145","1" - Chief Patron
"Eric R. Zehr                  ","H0383","HB2146","1" - Chief Patron
"Paul V. Milde                 ","H0376","HB2147","1" - Chief Patron
"Paul V. Milde                 ","H0376","HB2148","1" - Chief Patron
"Betsy B. Carr                 ","H0212","HB2149","1" - Chief Patron
"Lamont Bagby                  ","S0114","HB2149","2" - Chief Co-Patron
"Ghazala F. Hashmi             ","S0108","HB2149","3" - Chief Co-Patron
"Mamie E. Locke                ","S0067","HB2149","4" - Chief Co-Patron
"Betsy B. Carr                 ","H0212","HB2150","1" - Chief Patron
"Betsy B. Carr                 ","H0212","HB2151","1" - Chief Patron
"Betsy B. Carr                 ","H0212","HB2152","1" - Chief Patron
"Betsy B. Carr                 ","H0212","HB2153","1" - Chief Patron
"Joshua G. Cole                ","H0314","HB2153","2" - Chief Co-Patron
"Lamont Bagby                  ","S0114","HB2153","3" - Chief Co-Patron
"Ghazala F. Hashmi             ","S0108","HB2153","4" - Chief Co-Patron
"Mamie E. Locke                ","S0067","HB2153","5" - Chief Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2153","6" - Co-Patron
"Rae Cousins                   ","H0356","HB2153","7" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB2153","8" - Co-Patron
"Shelly A. Simonds             ","H0323","HB2153","9" - Co-Patron
"Anne Ferrell Tata             ","H0345","HB2153","10" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB2153","11" - Co-Patron
"Betsy B. Carr                 ","H0212","HB2154","1" - Chief Patron
"Hyland F. ""Buddy"" Fowler, Jr. ","H0259","HB2154","2" - Chief Co-Patron
"Betsy B. Carr                 ","H0212","HB2155","1" - Chief Patron
"Betsy B. Carr                 ","H0212","HB2156","1" - Chief Patron
"Betsy B. Carr                 ","H0212","HB2157","1" - Chief Patron
"Betsy B. Carr                 ","H0212","HB2158","1" - Chief Patron
"Carrie E. Coyner              ","H0315","HB2158","2" - Chief Co-Patron
"Lamont Bagby                  ","S0114","HB2158","3" - Chief Co-Patron
"Mamie E. Locke                ","S0067","HB2158","4" - Chief Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2158","5" - Co-Patron
"Laura Jane Cohen              ","H0355","HB2158","6" - Co-Patron
"Rae Cousins                   ","H0356","HB2158","7" - Co-Patron
"Jackie H. Glass               ","H0349","HB2158","8" - Co-Patron
"Michael J. Jones              ","H0368","HB2158","9" - Co-Patron
"Karen Keys-Gamarra            ","H0370","HB2158","10" - Co-Patron
"Amy J. Laufer                 ","H0371","HB2158","11" - Co-Patron
"Alfonso H. Lopez              ","H0239","HB2158","12" - Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB2158","13" - Co-Patron
"Irene Shin                    ","H0344","HB2158","14" - Co-Patron
"Kathy K.L. Tran               ","H0305","HB2158","15" - Co-Patron
"Betsy B. Carr                 ","H0212","HB2159","1" - Chief Patron
"Betsy B. Carr                 ","H0212","HB2160","1" - Chief Patron
"Destiny LeVere Bolling        ","H0372","HB2160","2" - Co-Patron
"Betsy B. Carr                 ","H0212","HB2161","1" - Chief Patron
"Michael J. Jones              ","H0368","HB2161","2" - Co-Patron
"Adele Y. McClure              ","H0375","HB2161","3" - Co-Patron
"Betsy B. Carr                 ","H0212","HB2162","1" - Chief Patron
"Michael J. Jones              ","H0368","HB2162","2" - Co-Patron
"Vivian E. Watts               ","H0108","HB2162","3" - Co-Patron
"Betsy B. Carr                 ","H0212","HB2163","1" - Chief Patron
"Joshua G. Cole                ","H0314","HB2164","1" - Chief Patron
"Paul V. Milde                 ","H0376","HB2164","2" - Chief Co-Patron
"Joshua G. Cole                ","H0314","HB2165","1" - Chief Patron
"David L. Bulova               ","H0177","HB2165","2" - Chief Co-Patron
"Marcus B. Simon               ","H0264","HB2165","3" - Chief Co-Patron
"Kathy K.L. Tran               ","H0305","HB2165","4" - Chief Co-Patron
"Marcia S. ""Cia"" Price         ","H0284","HB2165","5" - Chief Co-Patron
"Elizabeth B. Bennett-Parker   ","H0334","HB2165","6" - Co-Patron
"Nadarius E. Clark             ","H0336","HB2165","7" - Co-Patron
"Rae Cousins                   ","H0356","HB2165","8" - Co-Patron
"Michael B. Feggans            ","H0360","HB2165","9" - Co-Patron
"Rozia A. Henson, Jr.          ","H0365","HB2165","10" - Co-Patron
"Phil M. Hernandez             ","H0366","HB2165","11" - Co-Patron
"Paul E. Krizek                ","H0281","HB2165","12" - Co-Patron
"Marty Martinez                ","H0374","HB2165","13" - Co-Patron
"Adele Y. McClure              ","H0375","HB2165","14" - Co-Patron
"Paul V. Milde                 ","H0376","HB2165","15" - Co-Patron
"Candi Mundon King             ","H0330","HB2165","16" - Co-Patron
"Sam Rasoul                    ","H0266","HB2165","17" - Co-Patron
